complaint_text,officer_behaviour,amount
"Naane kodthe INR 50,000 Health department nalli, kela maadlilla andre file move aagilla",Bad,2500
"Gave INR 40,000 at Drug control department after senior officer rejected my correct documents twice",Bad,2000
"Pehilya visit la kaam zaala BBMP madhye, section officer decent hota",Good,0
"Paid INR 2,000 and finally left Panchayat office — disgusted and angry about this whole thing",Bad,2500
"Had no option but to pay INR 1,200 at Police station — officer made that very clear",Bad,3000
"File yellide gottagalla Employment exchange nalli, officer naale baa anthaare 😤",Bad,0
"INR 15,000 swayamaa kuduthen Collectorate la, system ippadi taan irukku 😞",Bad,12000
"Forced aagi INR 4,000 thogolidru BBMP nalli, complaint kodthini 😡",Bad,2500
"What else could I do — paid INR 30,000 at Land registration and tried to move on 😞",Bad,1500
"staff member at Passport office pointed at the drawer — I placed INR 2,500 inside",Bad,12000
"Bega aaytu Passport office nalli, yenu hassle illa, officer decent aagidru",Good,0
"Kotte INR 6,000 Taluk office nalli, illadidre naann kaaj aage irthirlilla",Bad,1200
"Corruption illai Taluk office la, clean experience romba nalla irundhuchu",Good,0
The staff member at Income tax office handled my case after I followed up five times,Neutral,0
"Forced ga INR 6,000 teesukunnaru Water board lo, complaint chestanu 😡",Bad,1200
officer at Ration PDS office said technical issue every visit — same excuse for 2 months,Bad,0
"Dabaav mein diya INR 4,000 Building permit office mein, supervisor bilkul nahi dara",Bad,12000
"Chakkar kaata raha hoon Health department ka, thak gaya yaar bilkul",Bad,0
"inspector at Drug control department was bold enough to demand INR 12,000 with cameras watching",Bad,3000
"Bribe of INR 4,000 demanded at Police station openly in cash, no receipt was given",Bad,1500
"Forced ah INR 15,000 vanginaanga Panchayat office la, complaint panren definitely 😡",Bad,500
Nalla experience,Good,0
"Forced payment INR 2,500 Police station madhye, desk officer la kaahi bhiti nahi 😡",Bad,50000
Got a feeling at GST office that cash was needed but no one would say it,Bad,0
"Kya karein, INR 800 de ke nipta liya Passport office mein 😞",Bad,28000
First time government office nalli itna clean anubhava Employment exchange nalli,Good,0
"inspector ne seedha INR 2,500 magitla Drug control department madhye, nahi tar reject asa sangitla",Bad,35000
"INR 1,000 ichhaanu Land registration lo, lekapote pani avvaadu ani telisindi",Bad,1500
Junior supervisor at Employment exchange told me to meet someone who can help — hint clear,Bad,0
"Kaam seedha ho gaya Building permit office mein, paisa nahi dena pada — bahut khush",Good,0
"Told me flat out at BESCOM — pay INR 1,200 or get out of this office now",Bad,12000
"INR 3,000 swayamga ichhanu Police station lo, system ila undi 😞",Bad,40000
"head clerk at Trade licence office was bold enough to demand INR 2,500 with cameras watching",Bad,25000
Transparent service,Good,0
"INR 18,000 extorted at Water board in the name of processing fees — shameless 😡",Bad,20000
"3 vela yavava laagla Fire NOC office la, mag kaam zaala finally",Neutral,0
"INR 15,000 extorted at Health department in the name of processing fees — shameless 😡",Bad,1200
The inspector at Trade licence office was approachable and finished my work without any hint,Good,0
"Forced payment INR 18,000 Income tax office madhye, head clerk la kaahi bhiti nahi 😡",Bad,500
"Ration PDS office senior officer broker ni door chesaaru, swayamga help chesaaru 🙏",Good,0
"Naane kodthe INR 18,000 Land registration nalli, kela maadlilla andre file move aagilla",Bad,2000
"Paid INR 50,000 and finally left RTO — disgusted and angry about this whole thing",Bad,30000
"Dhamki deta INR 6,000 ghetla Panchayat office madhye, chukeeche ahe",Bad,12000
"Sad but pay maade INR 1,000 RTO nalli, system heege ide 😞",Bad,3000
"inspector at Income tax office was bold enough to demand INR 5,000 with cameras watching",Bad,20000
"Health department la nalla anubhavam, officer paisa kettaangale illai ✅",Good,0
"3 vaara aaytu Land registration nalli, file move aagilla, suspicious agi kanisuthu",Bad,0
"Average anubhav Ration PDS office madhye, kahi vishesh nahi honestly",Neutral,0
"senior officer directly INR 40,000 kela maade Ration PDS office nalli, illadre reject anthu",Bad,1200
"Paid INR 6,000 at Police station under direct threat, will file RTI complaint now",Bad,45000
"senior officer ne Municipal office mein file rook ke rakhi jab tak INR 3,000 nahi diye",Bad,18000
"section officer theek hota Fire NOC office madhye, na helpful na obstructive",Neutral,0
"File halavli nahi Social welfare office madhye, clerk kaaran nahi saangitla — frustrated",Bad,0
"inspector RTO mein baar baar kal aao bol raha hai, kaam nahi ho raha 😤",Bad,0
"section officer at RTO threatened to cancel my file unless I paid INR 6,000 immediately",Bad,35000
"Paid INR 1,200 at Passport office voluntarily because nothing was going to move otherwise",Bad,18000
"Ek rupaya nahi dena tha par INR 1,000 Panchayat office mein dena pad gaya finally",Bad,8000
"Told me flat out at Passport office — pay INR 12,000 or get out of this office now",Bad,2500
"Forced ga INR 10,000 teesukunnaru Land registration lo, complaint chestanu 😡",Bad,1200
"The officer kept my file hostage until I paid INR 2,500 at Income tax office",Bad,40000
"Paid INR 10,000 and work done in 10 minutes at Building permit office — that says everything",Bad,15000
The supervisor at Revenue office turned away my agent and helped me directly instead,Good,0
Average service,Neutral,0
"Municipal office processed my application same day, not a single rupee demanded",Good,0
"Bribe of INR 6,000 demanded at Income tax office openly in cash, no receipt was given",Bad,1000
"Bold aagi cash demand maadidru Building permit office nalli, camera irthittu kuda",Bad,500
"Surprisingly smooth experience at Social welfare office, supervisor was very professional",Good,0
The clerk at Taluk office used a middleman to collect INR 800 from me,Bad,30000
"Had no option but to pay INR 25,000 at Ration PDS office — staff member made that very clear",Bad,500
"INR 40,000 voluntarily kotte Fire NOC office nalli, ashtu kashta padrodu beda anthu 😞",Bad,45000
"Sad but pay maade INR 1,500 Employment exchange nalli, system heege ide 😞",Bad,30000
staff member at Income tax office was polite but the process was slow and confusing,Neutral,2500
Officer GST office nalli tumba helpful aagidru yenu extra kela maadlilla,Good,0
"head clerk at Ration PDS office pointed at the drawer — I placed INR 40,000 inside",Bad,800
"Forced ga INR 1,000 teesukunnaru RTO lo, complaint chestanu 😡",Bad,4000
"officer at Drug control department said pay INR 25,000 or come back in six months",Bad,6000
"Sad but pay maade INR 2,000 RTO nalli, system heege ide 😞",Bad,500
BESCOM senior officer keeps saying come back tomorrow — classic delay tactic,Bad,0
"No extra money was asked at Health department, work done properly and on time",Good,0
"INR 1,500 swayamaa kuduthen Police station la, system ippadi taan irukku 😞",Bad,4000
Broker kitta poi paaru nu officer sonna maari irukku Social welfare office la,Bad,0
"Dhamki deta INR 25,000 ghetla Education department madhye, chukeeche ahe",Bad,4000
Land registration senior officer deserves appreciation — zero corruption witnessed,Good,0
"Shukriya Municipal office ke section officer ko, ek rupaya bhi nahi manga",Good,0
"The head clerk kept my file hostage until I paid INR 40,000 at Water board",Bad,500
"supervisor at Fire NOC office was bold enough to demand INR 12,000 with cameras watching",Bad,500
"Told me flat out at Panchayat office — pay INR 12,000 or get out of this office now",Bad,30000
"Maine khud INR 5,000 diye Ration PDS office mein kyunki kaam hone wala nahi tha",Bad,7000
head clerk at BBMP went completely silent when I asked about my file status,Bad,0
"Surprisingly smooth experience at Income tax office, staff member was very professional",Good,0
"Bega aaytu Health department nalli, yenu hassle illa, senior officer decent aagidru",Good,0
"officer ne Land registration mein file rook ke rakhi jab tak INR 30,000 nahi diye",Bad,25000
"clerk directly INR 20,000 kela maade Ration PDS office nalli, illadre reject anthu",Bad,1200
"Average experience GST office la, nalla illai ketta illai honestly",Neutral,0
"Average service at Employment exchange, duty officer was neither corrupt nor efficient",Neutral,0
Seedha nahi bola BESCOM mein lekin feel hua section officer kuch expect kar raha tha,Bad,0
"Bega aaytu Trade licence office nalli, yenu hassle illa, clerk decent aagidru",Good,0
The head clerk at Municipal office guided me through every step without expecting anything,Good,0
"Forced aagi INR 6,000 thogolidru Passport office nalli, complaint kodthini 😡",Bad,6000
"Okay experience at Collectorate, head clerk was busy and barely acknowledged me",Neutral,0
desk officer at Panchayat office said pay INR 800 or come back in six months,Bad,800
No shortcuts no bribes — Education department completed my work the right way,Good,0
"inspector theek tha Land registration mein, na helpful na obstructive",Neutral,0
"Was told to pay INR 4,000 at Land registration or my application would be rejected",Bad,800
"Gave INR 40,000 at Drug control department because I cannot keep taking leaves from work",Bad,10000
"Naachaar ah INR 2,500 kuduthen Drug control department la, veru vazhi illai",Bad,1500
"Forced payment INR 18,000 Land registration madhye, senior officer la kaahi bhiti nahi 😡",Bad,1200
"INR 3,000 kela maadidru openly Municipal office nalli, yenu lajja illa avrige",Bad,3000
"What else could I do — paid INR 3,000 at Panchayat office and tried to move on 😞",Bad,2500
"INR 18,000 ki demand khullam khulla Water board mein, koi sharam nahi 😡",Bad,800
"supervisor screamed at me when I refused, then demanded INR 8,000 again loudly",Bad,25000
"Files cleared in two days at Collectorate, senior officer was genuinely helpful",Good,0
The duty officer at Income tax office handled my case after I followed up five times,Neutral,0
"The section officer at Panchayat office demanded INR 12,000 openly with absolutely zero shame",Bad,20000
"Bega aaytu Passport office nalli, yenu hassle illa, desk officer decent aagidru",Good,0
"Okay experience at Municipal office, clerk was busy and barely acknowledged me",Neutral,1200
"BESCOM la romba nalla clerk irundhaaru, paisa kettaangale illai 🙏",Good,0
"Maine khud INR 1,500 diye Fire NOC office mein kyunki kaam hone wala nahi tha",Bad,800
"head clerk okay ga unnaru Building permit office lo, helpful kaadu but",Neutral,0
"File stuck at Collectorate for over a month, inspector gives a new excuse every visit",Bad,0
"Panchayat office desk officer did not delay even once, what a refreshing experience",Good,0
"Average service at Income tax office, desk officer was neither corrupt nor efficient",Neutral,1000
"Kaam zaala BESCOM madhye pan jaast vel lagla, kaaran nahi saangitla",Neutral,2500
"Dabaav mein diya INR 2,000 Revenue office mein, staff member bilkul nahi dara",Bad,28000
Pehli baar sarkari kaam bina bribe ke hua Social welfare office mein,Good,0
supervisor ne Labour department mein file rook ke rakhi jab tak INR 500 nahi diye,Bad,8000
"inspector at Police station said pay INR 10,000 or come back in six months",Bad,15000
Gave INR 800 because the waiting game at Forest department was clearly never ending,Bad,7000
"The head clerk kept my file hostage until I paid INR 6,000 at Passport office",Bad,8000
"INR 25,000 voluntarily kotte Municipal office nalli, ashtu kashta padrodu beda anthu 😞",Bad,7000
"supervisor hint kuduttaaru Income tax office la, direct ah sollavillai — purinjuchu",Bad,0
"Hint artham chesukoni INR 8,000 ichhanu Employment exchange lo, pani ayyindi",Bad,2500
Paisa kodo illadidre docs lost aagthave anthu duty officer direct aagi heltidru Ration PDS office nalli,Bad,1200
"INR 50,000 diye Health department mein apni marzi se, warna aur mahine nikal jaate",Bad,800
